dep;jour;hosp;rea;dc;rad
82;04/05/2020;0;0;0;0
83;04/05/2020;12;1;2;13
84;04/05/2020;5;0;0;5
85;04/05/2020;0;0;1;0
86;04/05/2020;4;1;2;4
87;04/05/2020;0;0;0;0
88;04/05/2020;7;0;4;5
89;04/05/2020;8;0;1;0
90;04/05/2020;0;0;2;0
91;04/05/2020;13;0;5;24
92;04/05/2020;25;8;10;36
93;04/05/2020;36;4;10;24
94;04/05/2020;33;5;10;69
95;04/05/2020;32;4;12;20
971;04/05/2020;0;0;0;0
972;04/05/2020;0;0;0;0
973;04/05/2020;3;0;0;0
974;04/05/2020;1;0;0;0
976;04/05/2020;10;1;1;5
1;05/05/2020;7;2;4;12
2;05/05/2020;20;0;3;25
3;05/05/2020;2;0;2;6
4;05/05/2020;1;0;0;1
5;05/05/2020;4;0;2;1
6;05/05/2020;14;2;2;10
7;05/05/2020;36;0;5;14
8;05/05/2020;2;0;0;1
9;05/05/2020;0;0;0;0
10;05/05/2020;4;0;0;10
11;05/05/2020;1;0;1;3
12;05/05/2020;0;0;0;3
13;05/05/2020;25;3;9;54
14;05/05/2020;10;0;0;7
15;05/05/2020;2;1;1;0
16;05/05/2020;0;0;0;0
17;05/05/2020;0;0;0;1
18;05/05/2020;10;0;3;7
19;05/05/2020;1;0;0;3
21;05/05/2020;6;5;1;7
22;05/05/2020;3;0;0;3
23;05/05/2020;1;1;0;1
24;05/05/2020;2;0;0;3
25;05/05/2020;28;1;7;32
26;05/05/2020;4;0;1;9
27;05/05/2020;8;1;0;3
28;05/05/2020;17;3;3;8
29;05/05/2020;1;1;0;1
2A;05/05/2020;0;0;0;0
2B;05/05/2020;1;0;0;2
30;05/05/2020;18;3;2;7
31;05/05/2020;7;2;1;15
32;05/05/2020;10;0;0;8
33;05/05/2020;14;1;0;17
34;05/05/2020;5;0;6;6
35;05/05/2020;1;0;0;5
36;05/05/2020;0;0;1;8
37;05/05/2020;7;0;2;12
38;05/05/2020;9;0;3;7
39;05/05/2020;2;1;0;10
40;05/05/2020;0;0;0;1
41;05/05/2020;10;1;1;4
42;05/05/2020;8;0;3;13
43;05/05/2020;2;0;0;1
44;05/05/2020;8;2;2;13
45;05/05/2020;15;2;0;18
46;05/05/2020;0;0;0;3
47;05/05/2020;0;0;0;1
48;05/05/2020;0;0;0;0
49;05/05/2020;11;3;2;7
50;05/05/2020;2;0;1;3
51;05/05/2020;7;1;3;9
52;05/05/2020;2;0;1;2
53;05/05/2020;6;0;0;8
54;05/05/2020;8;1;2;26
55;05/05/2020;5;1;1;3
56;05/05/2020;2;0;0;3
57;05/05/2020;24;5;9;42
58;05/05/2020;0;0;0;1
59;05/05/2020;20;2;20;53
60;05/05/2020;10;1;6;15
61;05/05/2020;2;0;1;1
62;05/05/2020;21;7;3;29
63;05/05/2020;2;0;0;3
64;05/05/2020;1;0;0;3
65;05/05/2020;0;0;0;8
66;05/05/2020;1;0;1;4
67;05/05/2020;22;2;3;24
68;05/05/2020;36;11;11;50
69;05/05/2020;31;5;7;46
70;05/05/2020;2;1;0;1
71;05/05/2020;12;0;0;11
72;05/05/2020;7;1;1;9
73;05/05/2020;8;1;4;4
74;05/05/2020;9;0;4;7
75;05/05/2020;79;13;25;95
76;05/05/2020;4;1;2;6
77;05/05/2020;51;3;5;59
78;05/05/2020;12;1;5;36
79;05/05/2020;1;0;0;0
80;05/05/2020;11;0;3;11
81;05/05/2020;0;0;1;2
82;05/05/2020;1;0;0;1
83;05/05/2020;7;2;1;16
84;05/05/2020;3;0;1;12
85;05/05/2020;1;0;0;2
86;05/05/2020;0;0;0;0
87;05/05/2020;0;1;0;0
88;05/05/2020;5;1;2;14
89;05/05/2020;2;0;2;4
90;05/05/2020;17;0;5;6
91;05/05/2020;14;0;5;113
92;05/05/2020;42;6;14;92
93;05/05/2020;44;3;7;59
94;05/05/2020;81;3;11;122
95;05/05/2020;26;1;7;32
971;05/05/2020;0;0;1;0
972;05/05/2020;0;0;0;1
973;05/05/2020;0;0;0;0
974;05/05/2020;3;0;0;1
976;05/05/2020;6;2;2;3
1;06/05/2020;8;0;0;14
2;06/05/2020;20;1;1;18
3;06/05/2020;2;1;0;2
4;06/05/2020;1;0;0;2
5;06/05/2020;0;0;0;0
6;06/05/2020;10;2;4;16
7;06/05/2020;16;0;2;30
8;06/05/2020;12;0;0;2
9;06/05/2020;0;0;0;0
10;06/05/2020;10;0;2;16
11;06/05/2020;0;0;0;9
12;06/05/2020;2;0;0;1
13;06/05/2020;39;2;3;42
14;06/05/2020;3;0;0;3
15;06/05/2020;0;0;0;3
16;06/05/2020;0;0;0;1
17;06/05/2020;1;0;0;4
18;06/05/2020;4;0;2;11
19;06/05/2020;1;0;2;2
21;06/05/2020;19;1;3;5
22;06/05/2020;4;0;0;4
23;06/05/2020;0;0;0;1
24;06/05/2020;2;0;0;1
25;06/05/2020;8;0;4;8
26;06/05/2020;7;1;2;3
27;06/05/2020;2;0;0;1
28;06/05/2020;4;0;2;15
29;06/05/2020;1;0;0;0
2A;06/05/2020;0;0;1;1
2B;06/05/2020;0;0;0;1
30;06/05/2020;2;0;0;3
31;06/05/2020;2;1;0;7
32;06/05/2020;1;0;1;2
33;06/05/2020;3;0;3;13
34;06/05/2020;4;0;1;8
35;06/05/2020;2;0;1;3
36;06/05/2020;0;0;0;4
37;06/05/2020;3;0;0;6
38;06/05/2020;7;1;1;15
39;06/05/2020;1;1;0;1
40;06/05/2020;0;0;0;0
41;06/05/2020;2;0;1;8
42;06/05/2020;5;1;2;16
43;06/05/2020;0;1;0;1
44;06/05/2020;6;0;1;9
45;06/05/2020;3;0;3;16
46;06/05/2020;2;0;1;1
47;06/05/2020;3;0;0;2
48;06/05/2020;0;0;0;0
49;06/05/2020;8;0;3;8
50;06/05/2020;0;0;0;2
51;06/05/2020;4;0;1;12
52;06/05/2020;2;0;3;9
53;06/05/2020;1;0;0;6
54;06/05/2020;17;0;4;15
55;06/05/2020;9;1;1;3
56;06/05/2020;3;1;0;7
57;06/05/2020;23;2;6;47
58;06/05/2020;0;0;1;1
59;06/05/2020;33;6;16;64
60;06/05/2020;3;1;3;7
61;06/05/2020;2;0;2;2
62;06/05/2020;27;2;0;21
63;06/05/2020;0;0;1;3
64;06/05/2020;0;0;0;5
65;06/05/2020;1;0;2;3
66;06/05/2020;0;0;0;1
67;06/05/2020;37;2;6;45
68;06/05/2020;19;1;3;35
69;06/05/2020;20;4;7;43
70;06/05/2020;4;0;0;7
71;06/05/2020;9;0;1;8
72;06/05/2020;6;0;2;3
73;06/05/2020;1;0;1;1
74;06/05/2020;3;0;2;9
75;06/05/2020;48;7;13;130
76;06/05/2020;1;1;0;10
77;06/05/2020;50;2;7;37
78;06/05/2020;16;0;2;13
79;06/05/2020;0;0;0;1
80;06/05/2020;8;2;1;10
81;06/05/2020;1;0;0;8
82;06/05/2020;0;0;0;0
83;06/05/2020;6;1;2;11
84;06/05/2020;3;0;1;0
85;06/05/2020;1;0;0;0
86;06/05/2020;0;0;1;1
87;06/05/2020;1;0;0;3
88;06/05/2020;3;0;0;7
89;06/05/2020;4;0;2;3
90;06/05/2020;10;0;1;4
91;06/05/2020;23;1;9;89
92;06/05/2020;29;6;11;50
93;06/05/2020;81;4;8;80
94;06/05/2020;64;10;11;91
95;06/05/2020;22;1;3;46
971;06/05/2020;0;0;0;0
972;06/05/2020;0;0;0;0
973;06/05/2020;0;0;0;0
974;06/05/2020;1;0;0;0
976;06/05/2020;7;1;1;6
1;07/05/2020;1;0;0;7
2;07/05/2020;29;4;2;45
3;07/05/2020;2;0;0;2
4;07/05/2020;0;0;1;1
5;07/05/2020;0;0;1;2
6;07/05/2020;18;0;1;5
7;07/05/2020;8;0;3;5
8;07/05/2020;6;1;0;2
9;07/05/2020;0;0;0;0
10;07/05/2020;20;0;4;27
11;07/05/2020;2;0;1;2
12;07/05/2020;0;0;0;0
13;07/05/2020;24;6;5;48
14;07/05/2020;4;0;1;6
15;07/05/2020;0;0;1;1
16;07/05/2020;0;0;0;0
17;07/05/2020;2;1;1;4
18;07/05/2020;1;0;1;3
19;07/05/2020;3;0;0;3
21;07/05/2020;10;2;3;34
22;07/05/2020;1;1;1;0
23;07/05/2020;1;0;0;0
24;07/05/2020;1;0;0;0
25;07/05/2020;2;0;2;7
26;07/05/2020;5;0;1;13
27;07/05/2020;1;0;0;2
28;07/05/2020;9;0;1;6
29;07/05/2020;2;0;0;2
2A;07/05/2020;0;0;0;0
2B;07/05/2020;0;0;0;2
30;07/05/2020;6;2;4;17
31;07/05/2020;7;0;2;4
32;07/05/2020;0;0;1;0
33;07/05/2020;11;1;2;5
34;07/05/2020;2;0;0;5
35;07/05/2020;1;0;0;13
36;07/05/2020;1;0;0;5
37;07/05/2020;3;1;1;3
38;07/05/2020;7;1;2;9
39;07/05/2020;3;0;1;3
40;07/05/2020;0;0;0;0
41;07/05/2020;9;0;1;4
42;07/05/2020;0;2;1;8
43;07/05/2020;2;1;1;9
44;07/05/2020;2;1;2;5
45;07/05/2020;3;1;1;10
46;07/05/2020;1;0;0;0
47;07/05/2020;3;0;0;6
48;07/05/2020;0;0;0;0
49;07/05/2020;0;0;1;9
50;07/05/2020;1;0;0;1
51;07/05/2020;19;1;2;13
52;07/05/2020;24;0;1;3
53;07/05/2020;0;0;1;0
54;07/05/2020;10;0;2;10
55;07/05/2020;5;0;3;3
56;07/05/2020;1;2;0;2
57;07/05/2020;27;3;4;26
58;07/05/2020;0;0;0;4
59;07/05/2020;23;4;7;20
60;07/05/2020;5;0;1;12
61;07/05/2020;2;0;0;0
62;07/05/2020;5;0;2;26
63;07/05/2020;2;1;1;3
64;07/05/2020;0;0;0;2
65;07/05/2020;1;1;0;5
66;07/05/2020;0;0;0;0
67;07/05/2020;20;5;5;35
68;07/05/2020;23;3;4;36
69;07/05/2020;39;3;10;62
70;07/05/2020;4;0;0;20
71;07/05/2020;5;0;1;8
72;07/05/2020;2;0;0;0
73;07/05/2020;2;0;3;9
74;07/05/2020;9;0;3;14
75;07/05/2020;46;12;8;130
76;07/05/2020;2;0;1;7
77;07/05/2020;18;5;10;88
78;07/05/2020;14;1;3;24
79;07/05/2020;0;0;0;2
80;07/05/2020;3;3;5;11
81;07/05/2020;0;0;0;1
82;07/05/2020;0;0;0;0
83;07/05/2020;7;1;0;7
84;07/05/2020;1;0;0;5
85;07/05/2020;2;0;0;3
86;07/05/2020;2;1;0;5
87;07/05/2020;2;0;2;1
88;07/05/2020;6;1;2;30
89;07/05/2020;3;1;1;5
90;07/05/2020;4;0;2;4
91;07/05/2020;17;6;3;37
92;07/05/2020;34;5;5;62
93;07/05/2020;55;6;9;84
94;07/05/2020;40;4;6;92
95;07/05/2020;14;3;2;30
971;07/05/2020;0;0;0;1
972;07/05/2020;0;0;0;0
973;07/05/2020;3;0;0;0
974;07/05/2020;3;2;0;0
976;07/05/2020;10;0;0;4
1;08/05/2020;1;0;0;2
2;08/05/2020;21;2;2;28
3;08/05/2020;3;0;1;2
4;08/05/2020;0;0;0;2
5;08/05/2020;0;0;0;0
6;08/05/2020;9;2;5;3
7;08/05/2020;4;0;2;5
8;08/05/2020;0;0;0;0
9;08/05/2020;0;0;0;0
10;08/05/2020;5;0;1;3
11;08/05/2020;1;0;0;0
12;08/05/2020;0;0;0;0
13;08/05/2020;18;3;1;28
14;08/05/2020;3;0;2;4
15;08/05/2020;0;0;0;2
16;08/05/2020;0;0;0;0
17;08/05/2020;0;0;0;1
18;08/05/2020;3;0;0;7
19;08/05/2020;1;0;0;6
21;08/05/2020;6;1;1;19
22;08/05/2020;2;0;1;2
23;08/05/2020;1;0;0;0
24;08/05/2020;0;0;1;0
25;08/05/2020;5;1;0;17
26;08/05/2020;3;0;2;7
27;08/05/2020;0;0;0;7
28;08/05/2020;2;0;2;4
29;08/05/2020;2;2;0;3
2A;08/05/2020;0;0;0;2
2B;08/05/2020;0;0;0;0
30;08/05/2020;0;0;1;2
31;08/05/2020;12;4;0;11
32;08/05/2020;1;1;1;2
33;08/05/2020;3;1;0;5
34;08/05/2020;3;0;0;17
35;08/05/2020;4;0;0;8
36;08/05/2020;2;0;0;4
37;08/05/2020;3;0;0;4
38;08/05/2020;2;1;0;4
39;08/05/2020;6;0;0;3
40;08/05/2020;0;0;0;0
41;08/05/2020;0;0;1;3
42;08/05/2020;4;0;0;9
43;08/05/2020;1;0;0;0
44;08/05/2020;5;1;3;5
45;08/05/2020;4;0;2;14
46;08/05/2020;1;0;0;0
47;08/05/2020;0;0;0;5
48;08/05/2020;0;0;0;2
49;08/05/2020;2;0;2;3
50;08/05/2020;1;0;0;0
51;08/05/2020;3;0;0;2
52;08/05/2020;9;0;3;7
53;08/05/2020;1;0;0;5
54;08/05/2020;12;2;10;7
55;08/05/2020;5;0;0;2
56;08/05/2020;2;0;0;4
57;08/05/2020;27;5;11;28
58;08/05/2020;0;0;0;1
59;08/05/2020;23;3;3;25
60;08/05/2020;13;1;6;12
61;08/05/2020;1;0;0;8
62;08/05/2020;3;1;0;9
63;08/05/2020;0;0;0;2
64;08/05/2020;1;0;0;1
65;08/05/2020;0;0;0;4
66;08/05/2020;0;0;0;0
67;08/05/2020;16;1;8;27
68;08/05/2020;16;1;2;27
69;08/05/2020;25;5;2;51
70;08/05/2020;1;1;1;2
71;08/05/2020;6;3;4;12
72;08/05/2020;4;0;0;5
73;08/05/2020;1;0;0;1
74;08/05/2020;2;0;0;14
75;08/05/2020;36;13;2;69
76;08/05/2020;8;1;1;15
77;08/05/2020;12;3;0;17
78;08/05/2020;7;1;1;11
79;08/05/2020;0;0;0;0
80;08/05/2020;4;0;1;2
81;08/05/2020;0;0;0;0
82;08/05/2020;0;1;0;3
83;08/05/2020;3;0;0;5
84;08/05/2020;1;0;0;4
85;08/05/2020;1;1;0;2
86;08/05/2020;3;0;0;11
87;08/05/2020;0;0;0;0
88;08/05/2020;3;1;0;13
89;08/05/2020;4;0;1;2
90;08/05/2020;7;1;1;10
91;08/05/2020;20;3;2;20
92;08/05/2020;17;12;7;51
93;08/05/2020;24;2;3;22
94;08/05/2020;23;2;10;28
95;08/05/2020;15;3;7;16
971;08/05/2020;0;0;1;0
972;08/05/2020;0;0;0;0
973;08/05/2020;0;0;0;2
974;08/05/2020;3;1;0;0
976;08/05/2020;4;2;0;3
1;09/05/2020;1;0;1;3
2;09/05/2020;0;0;1;0
3;09/05/2020;0;1;0;0
4;09/05/2020;0;0;0;0
5;09/05/2020;1;1;0;1
6;09/05/2020;5;2;0;1
7;09/05/2020;3;0;1;1
8;09/05/2020;7;1;4;0
9;09/05/2020;0;0;0;0
10;09/05/2020;1;0;0;0
11;09/05/2020;0;1;1;1
12;09/05/2020;0;0;0;1
13;09/05/2020;10;0;3;7
14;09/05/2020;2;0;0;0
15;09/05/2020;0;0;0;0
16;09/05/2020;0;0;0;0
17;09/05/2020;0;0;0;0
18;09/05/2020;3;0;0;0
19;09/05/2020;2;1;0;0
21;09/05/2020;5;0;2;2
22;09/05/2020;3;1;0;0
23;09/05/2020;3;0;0;0
24;09/05/2020;0;0;0;0
25;09/05/2020;3;2;0;5
26;09/05/2020;0;0;0;0
27;09/05/2020;0;0;0;0
28;09/05/2020;2;0;0;3
29;09/05/2020;1;0;1;0
2A;09/05/2020;1;0;0;0
2B;09/05/2020;0;0;0;0
30;09/05/2020;0;0;0;1
31;09/05/2020;1;1;1;2
32;09/05/2020;0;0;0;0
33;09/05/2020;7;0;4;7
34;09/05/2020;2;0;0;2
35;09/05/2020;0;0;0;2
36;09/05/2020;0;0;1;0
37;09/05/2020;1;0;1;1
38;09/05/2020;0;0;2;1
39;09/05/2020;1;0;3;10
40;09/05/2020;0;0;0;0
41;09/05/2020;2;0;0;1
42;09/05/2020;2;0;0;4
43;09/05/2020;0;0;0;0
44;09/05/2020;1;0;0;9
45;09/05/2020;1;0;0;1
46;09/05/2020;0;0;0;0
47;09/05/2020;0;0;0;0
48;09/05/2020;0;0;0;0
49;09/05/2020;1;0;2;1
50;09/05/2020;0;0;0;1
51;09/05/2020;5;2;2;10
52;09/05/2020;7;1;1;2
53;09/05/2020;0;0;0;0
54;09/05/2020;1;1;3;5
55;09/05/2020;2;0;1;0
56;09/05/2020;1;1;0;5
57;09/05/2020;5;1;0;11
58;09/05/2020;0;0;0;0
59;09/05/2020;4;2;1;4
60;09/05/2020;3;0;0;5
61;09/05/2020;1;0;0;1
62;09/05/2020;4;0;1;4
63;09/05/2020;0;0;0;0
64;09/05/2020;0;0;0;0
65;09/05/2020;0;0;0;0
66;09/05/2020;0;0;0;0
67;09/05/2020;4;0;0;6
68;09/05/2020;5;0;1;14
69;09/05/2020;4;1;0;9
70;09/05/2020;2;0;0;0
71;09/05/2020;2;0;1;2
72;09/05/2020;3;0;3;1
73;09/05/2020;1;0;0;1
74;09/05/2020;9;0;0;1
75;09/05/2020;22;7;13;25
76;09/05/2020;3;0;0;1
77;09/05/2020;31;2;6;18
78;09/05/2020;5;1;0;10
79;09/05/2020;0;0;0;1
80;09/05/2020;3;1;1;6
81;09/05/2020;3;0;0;0
82;09/05/2020;0;0;0;0
83;09/05/2020;1;0;0;1
84;09/05/2020;0;0;0;0
85;09/05/2020;0;0;0;1
86;09/05/2020;0;0;0;0
87;09/05/2020;2;0;0;0
88;09/05/2020;1;0;3;11
89;09/05/2020;2;0;1;0
90;09/05/2020;2;0;0;0
91;09/05/2020;10;2;1;1
92;09/05/2020;7;1;2;12
93;09/05/2020;17;3;4;23
94;09/05/2020;7;0;4;6
95;09/05/2020;7;0;0;3
971;09/05/2020;0;0;0;0
972;09/05/2020;0;0;0;1
973;09/05/2020;0;0;0;0
974;09/05/2020;2;1;0;1
976;09/05/2020;5;0;0;4
1;10/05/2020;3;0;0;1
2;10/05/2020;2;1;2;1
3;10/05/2020;1;0;0;0
4;10/05/2020;0;0;0;0
5;10/05/2020;0;0;0;0
6;10/05/2020;1;0;0;0
7;10/05/2020;9;1;2;6
8;10/05/2020;3;0;0;1
9;10/05/2020;0;0;0;0
10;10/05/2020;4;0;0;2
11;10/05/2020;0;0;0;0
12;10/05/2020;0;0;0;0
13;10/05/2020;12;7;4;7
14;10/05/2020;1;1;0;0
15;10/05/2020;0;0;0;0
16;10/05/2020;0;0;0;0
17;10/05/2020;1;0;0;0
18;10/05/2020;1;0;1;1
19;10/05/2020;1;0;0;0
21;10/05/2020;0;0;0;2
22;10/05/2020;0;0;1;0
23;10/05/2020;2;0;0;0
24;10/05/2020;0;0;1;0
25;10/05/2020;1;0;0;0
26;10/05/2020;1;0;1;0
27;10/05/2020;0;0;0;0
28;10/05/2020;1;0;0;1
29;10/05/2020;0;0;0;0
2A;10/05/2020;0;0;0;0
2B;10/05/2020;0;0;0;0
30;10/05/2020;0;0;0;0
31;10/05/2020;8;1;0;4
32;10/05/2020;1;0;0;0
33;10/05/2020;7;0;1;16
34;10/05/2020;1;0;0;1
35;10/05/2020;2;0;0;2
36;10/05/2020;0;0;0;0
37;10/05/2020;1;0;1;0
38;10/05/2020;0;0;0;0
39;10/05/2020;0;0;0;0
40;10/05/2020;0;0;0;0
41;10/05/2020;4;0;1;0
42;10/05/2020;1;0;1;1
43;10/05/2020;0;0;1;0
44;10/05/2020;1;0;0;2
45;10/05/2020;0;0;0;0
46;10/05/2020;0;0;0;0
47;10/05/2020;1;0;0;0
48;10/05/2020;0;0;0;0
49;10/05/2020;3;0;0;1
50;10/05/2020;0;0;0;0
51;10/05/2020;0;0;2;1
52;10/05/2020;0;0;0;0
53;10/05/2020;0;0;0;0
54;10/05/2020;18;0;2;7
55;10/05/2020;1;0;1;0
56;10/05/2020;1;1;0;1
57;10/05/2020;4;1;1;8
58;10/05/2020;0;0;1;0
59;10/05/2020;11;2;3;6
60;10/05/2020;1;0;3;2
61;10/05/2020;0;0;1;0
62;10/05/2020;1;0;0;7
63;10/05/2020;0;0;0;0
64;10/05/2020;0;0;0;1
65;10/05/2020;0;0;1;0
66;10/05/2020;0;0;0;0
67;10/05/2020;6;1;2;4
68;10/05/2020;3;0;0;3
69;10/05/2020;3;1;4;6
70;10/05/2020;1;0;0;0
71;10/05/2020;3;0;2;2
72;10/05/2020;4;0;1;0
73;10/05/2020;0;1;1;0
74;10/05/2020;2;0;0;1
75;10/05/2020;21;5;4;11
76;10/05/2020;3;0;0;2
77;10/05/2020;1;0;1;5
78;10/05/2020;6;0;0;7
79;10/05/2020;0;0;0;0
80;10/05/2020;1;1;2;1
81;10/05/2020;1;0;0;1
82;10/05/2020;0;0;0;0
83;10/05/2020;1;0;0;0
84;10/05/2020;0;0;0;1
85;10/05/2020;0;0;0;2
86;10/05/2020;0;0;0;0
87;10/05/2020;1;1;0;0
88;10/05/2020;1;0;0;10
89;10/05/2020;4;0;0;0
90;10/05/2020;3;0;2;0
91;10/05/2020;4;1;4;4
92;10/05/2020;25;4;5;16
93;10/05/2020;17;3;2;29
94;10/05/2020;11;0;3;12
95;10/05/2020;10;1;5;11
971;10/05/2020;0;0;0;0
972;10/05/2020;1;0;0;0
973;10/05/2020;0;0;0;0
974;10/05/2020;0;2;0;1
976;10/05/2020;9;2;0;1
1;11/05/2020;6;2;2;6
2;11/05/2020;14;2;4;9
3;11/05/2020;0;1;0;0
4;11/05/2020;1;0;0;1
5;11/05/2020;1;0;1;1
6;11/05/2020;5;0;2;10
7;11/05/2020;1;0;0;5
8;11/05/2020;1;0;1;0
9;11/05/2020;0;0;0;0
10;11/05/2020;2;0;1;0
11;11/05/2020;0;0;0;0
12;11/05/2020;0;0;0;0
13;11/05/2020;34;9;11;19
14;11/05/2020;1;0;3;1
15;11/05/2020;0;0;0;0
16;11/05/2020;0;0;0;0
17;11/05/2020;0;0;0;1
18;11/05/2020;2;0;1;4
19;11/05/2020;3;1;0;5
21;11/05/2020;1;0;0;4
22;11/05/2020;3;1;0;1
23;11/05/2020;1;0;0;0
24;11/05/2020;0;0;0;1
25;11/05/2020;11;0;3;4
26;11/05/2020;0;0;0;0
27;11/05/2020;10;0;1;1
28;11/05/2020;1;0;1;11
29;11/05/2020;1;0;0;2
2A;11/05/2020;1;0;0;0
2B;11/05/2020;0;0;0;0
30;11/05/2020;2;0;0;0
31;11/05/2020;1;0;0;8
32;11/05/2020;2;0;0;2
33;11/05/2020;2;1;1;1
34;11/05/2020;6;2;1;3
35;11/05/2020;1;0;2;1
36;11/05/2020;0;0;1;0
37;11/05/2020;2;0;1;5
38;11/05/2020;21;1;3;13
39;11/05/2020;5;2;3;1
40;11/05/2020;0;0;2;0
41;11/05/2020;6;0;0;0
42;11/05/2020;9;0;6;8
43;11/05/2020;0;0;0;0
44;11/05/2020;3;0;0;5
45;11/05/2020;4;2;1;3
46;11/05/2020;1;0;0;1
47;11/05/2020;2;0;0;0
48;11/05/2020;0;0;0;0
49;11/05/2020;5;1;0;1
50;11/05/2020;0;0;1;5
51;11/05/2020;3;0;4;6
52;11/05/2020;2;0;2;2
53;11/05/2020;0;0;1;2
54;11/05/2020;4;1;4;2
55;11/05/2020;6;0;1;6
56;11/05/2020;1;1;1;1
57;11/05/2020;11;1;3;3
58;11/05/2020;2;2;0;1
59;11/05/2020;18;1;7;8
60;11/05/2020;18;5;7;8
61;11/05/2020;2;0;2;1
62;11/05/2020;13;0;5;11
63;11/05/2020;1;0;0;1
64;11/05/2020;0;0;0;0
65;11/05/2020;0;0;0;0
66;11/05/2020;0;0;0;0
67;11/05/2020;13;4;3;17
68;11/05/2020;29;2;7;26
69;11/05/2020;9;2;4;15
70;11/05/2020;3;0;1;2
71;11/05/2020;4;1;4;5
72;11/05/2020;0;0;1;2
73;11/05/2020;3;1;0;1
74;11/05/2020;2;0;1;6
75;11/05/2020;44;13;18;45
76;11/05/2020;7;0;2;3
77;11/05/2020;16;0;8;7
78;11/05/2020;9;1;7;19
79;11/05/2020;1;0;0;0
80;11/05/2020;6;2;3;6
81;11/05/2020;0;0;0;1
82;11/05/2020;0;0;0;0
83;11/05/2020;1;0;5;8
84;11/05/2020;0;1;1;2
85;11/05/2020;0;0;0;0
86;11/05/2020;4;1;2;1
87;11/05/2020;2;1;0;1
88;11/05/2020;2;0;0;1
89;11/05/2020;2;0;2;0
90;11/05/2020;3;1;0;2
91;11/05/2020;11;4;2;18
92;11/05/2020;23;2;6;25
93;11/05/2020;36;4;6;65
94;11/05/2020;25;4;8;59
95;11/05/2020;4;1;2;9
971;11/05/2020;0;0;0;0
972;11/05/2020;0;0;0;0
973;11/05/2020;2;0;0;0
974;11/05/2020;0;0;0;0
976;11/05/2020;9;1;1;19
1;12/05/2020;4;1;0;2
2;12/05/2020;7;0;4;21
3;12/05/2020;2;0;1;10
4;12/05/2020;0;1;0;0
5;12/05/2020;0;0;1;0
6;12/05/2020;6;0;2;8
7;12/05/2020;4;0;0;9
8;12/05/2020;1;0;1;2
9;12/05/2020;0;0;0;0
10;12/05/2020;2;0;0;5
11;12/05/2020;0;0;0;3
12;12/05/2020;0;0;0;1
13;12/05/2020;15;4;5;25
14;12/05/2020;6;0;2;5
15;12/05/2020;2;0;0;1
16;12/05/2020;0;0;0;0
17;12/05/2020;0;0;0;3
18;12/05/2020;0;0;0;3
19;12/05/2020;0;0;1;2
21;12/05/2020;5;3;4;6
22;12/05/2020;2;0;0;2
23;12/05/2020;2;0;0;2
24;12/05/2020;1;0;0;2
25;12/05/2020;6;2;1;2
26;12/05/2020;0;0;0;4
27;12/05/2020;1;0;0;3
28;12/05/2020;3;1;3;9
29;12/05/2020;0;0;0;4
2A;12/05/2020;0;0;0;5
2B;12/05/2020;5;3;1;0
30;12/05/2020;12;5;4;17
31;12/05/2020;0;0;0;4
32;12/05/2020;1;0;0;0
33;12/05/2020;7;0;3;12
34;12/05/2020;0;1;0;8
35;12/05/2020;3;0;1;9
36;12/05/2020;1;0;0;2
37;12/05/2020;5;0;2;9
38;12/05/2020;7;1;2;10
39;12/05/2020;0;0;1;3
40;12/05/2020;0;0;0;1
41;12/05/2020;2;0;0;5
42;12/05/2020;20;2;7;10
43;12/05/2020;2;0;0;0
44;12/05/2020;1;0;1;7
45;12/05/2020;3;2;1;9
46;12/05/2020;0;0;0;0
47;12/05/2020;0;0;0;0
48;12/05/2020;0;0;0;0
49;12/05/2020;5;0;0;0
50;12/05/2020;3;0;2;1
51;12/05/2020;9;0;5;12
52;12/05/2020;5;2;2;11
53;12/05/2020;6;0;1;18
54;12/05/2020;14;0;7;22
55;12/05/2020;10;0;4;4
56;12/05/2020;4;0;0;4
57;12/05/2020;28;4;8;33
58;12/05/2020;2;1;0;0
59;12/05/2020;32;4;10;50
60;12/05/2020;6;1;6;5
61;12/05/2020;1;1;0;3
62;12/05/2020;31;2;5;23
63;12/05/2020;1;0;1;0
64;12/05/2020;0;0;0;1
65;12/05/2020;0;0;0;3
66;12/05/2020;0;0;0;4
67;12/05/2020;19;2;3;23
68;12/05/2020;30;2;4;26
69;12/05/2020;15;4;5;46
70;12/05/2020;1;0;0;5
71;12/05/2020;1;0;3;14
72;12/05/2020;4;0;1;6
73;12/05/2020;2;0;1;3
74;12/05/2020;2;0;1;16
75;12/05/2020;54;11;6;82
76;12/05/2020;2;1;0;4
77;12/05/2020;38;4;5;36
78;12/05/2020;26;1;3;50
79;12/05/2020;0;0;0;1
80;12/05/2020;2;3;0;8
81;12/05/2020;5;0;1;1
82;12/05/2020;0;0;0;1
83;12/05/2020;11;1;0;15
84;12/05/2020;0;0;0;3
85;12/05/2020;9;0;0;7
86;12/05/2020;0;0;0;4
87;12/05/2020;0;0;0;0
88;12/05/2020;1;1;1;8
89;12/05/2020;2;0;0;4
90;12/05/2020;4;1;1;10
91;12/05/2020;14;1;5;17
92;12/05/2020;28;4;13;55
93;12/05/2020;59;10;14;98
94;12/05/2020;18;2;19;92
